8.1,3.641,-2.2081
8.15,4.1985,-2.3368
8.2,4.1237,-2.2853
8.25,4.7342,-2.2342
8.3,3.3656,-2.3028
8.35,4.0379,-2.4165
8.4,3.3516,-2.3528
8.45,3.6614,-2.4341
8.5,4.3197,-2.404
8.55,3.548,-2.486
8.6,3.9037,-2.4682
8.65,3.9523,-2.6263
8.7,3.4316,-2.7022
8.75,4.4837,-2.6126
8.8,5.0326,-2.6933
8.85,3.5017,-2.6189
8.9,5.1786,-2.6717
8.95,5.1481,-2.6297
9,3.8498,-2.6173
9.05,4.7412,-2.8893
9.1,3.9328,-2.6604
9.15,5.4487,-2.7858
9.2,5.438,-2.9069
9.25,4.3734,-2.8751
9.3,5.3934,-2.7793
9.35,4.5604,-2.894
9.4,5.9159,-2.8454
9.45,4.12,-2.9909
9.5,5.0804,-2.9776
9.55,4.4611,-2.8832
9.6,6.108,-3.1064
9.65,4.3373,-3.1095
9.7,4.4328,-2.9646
9.75,4.9023,-3.0285
9.8,4.528,-2.9933
9.85,5.6747,-3.2606
9.9,6.1184,-3.0733
9.95,6.2865,-3.137
10,6.3008,-3.1562
